0.000106361	0294	0294	0438
0.000113266	0294	0294	2220
0.000142865	0294	0294	0442
0.000154093	0294	0294	2220
00001	0294	0294	1320
0.000202964	0294	0294	2220
0.000222768	0294	0294	0447
0.00026655	0294	0294	2220
0.000318874	0294	0294	0452
0.000350855	0294	0294	2219
0.000459759	0294	0294	2219
0.00060376	0294	0294	2219
0.00082263	0294	0294	2218
0.000862589	0294	0294	0470
0.00111186	0294	0294	2218
0.00111884	0294	0294	0476
0.00148364	0294	0294	2216
0.00198871	0294	0294	2214
0.00267137	0294	0294	2213
0.00270913	0294	0294	0505
0.00321559	0294	0294	0513
0.00348866	0294	0294	2210
0.00455666	0294	0294	0533
0.00469261	0294	0294	2207
0.00571752	0294	0294	0549
0.00687883	0294	0294	2203
0.00729877	0294	0294	0570
0.00898099	0294	0294	2199
0.0108657	0294	0294	0611
0.0112531	0294	0294	0616
0.0127393	0294	0294	0631
0.0128194	0294	0294	2192
001.3	0294	0294	1336
0.0151803	0294	0294	0654
0.0176179	0294	0294	2185
0.0209142	0294	0294	0700
0.022746	0294	0294	0713
0.0239934	0294	0294	2178
0.0297437	0294	0294	0754
0.0335045	0294	0294	2169
0.034471	0294	0294	0778
0.0414906	0294	0294	0809
0.0430536	0294	0294	0815
0.0447696	0294	0294	2160
0.0474293	0294	0294	0832
0.0549818	0294	0294	0858
0.0628816	0294	0294	2149
0.0642294	0294	0294	0886
0.0699274	0294	0294	0902
0.082674	0294	0294	0934
0.0900743	0294	0294	2136
0.0908143	0294	0294	0953
0.104064	0294	0294	0981
0.11193	0294	0294	0996
0.118307	0294	0294	2126
0.125677	0294	0294	1021
0.139245	0294	0294	1043
0.156424	0294	0294	1069
0.171277	0294	0294	2111
0.175805	0294	0294	1094
0.192855	0294	0294	1115
0.216481	0294	0294	1139
0.227543	0294	0294	2098
0.250083	0294	0294	1167
0.281174	0294	0294	1189
0.32737	0294	0294	1214
0.329899	0294	0294	2082
0.386808	0294	0294	1237
0.428906	0294	0294	2070
0.472881	0294	0294	1261
0.594893	0294	0294	1282
0.594951	0294	0294	2054
0.769231	0294	0294	1303
0.789464	0294	0294	2041
10.353	0294	0294	1530
1.05933e-09	0294	0294	0379
1.12336	0294	0294	2023
1.18504e-08	0294	0294	0387
11.9991	0294	0294	1883
1.20331e-05	0294	0294	0420
12.3087	0294	0294	1554
1.32462e-07	0294	0294	0396
1.44362e-09	0294	0294	0380
14.4485	0294	0294	1579
1.44807e-06	0294	0294	0407
1.46925	0294	0294	2009
15.1908	0294	0294	1864
1.54652e-08	0294	0294	0388
1.61986e-05	0294	0294	0422
16.7786	0294	0294	1603
1.74037	0294	0294	1353
18.7926	0294	0294	1844
1.88003e-09	0294	0294	0381
1.9195e-06	0294	0294	0409
19.3183	0294	0294	1628
1.97652e-07	0294	0294	0398
2.11171	0294	0294	1990
2.16617e-08	0294	0294	0389
2.17605e-05	0294	0294	0424
21.9969	0294	0294	1653
2.30064	0294	0294	1371
23.5422	0294	0294	1816
24.5645	0294	0294	1678
2.56133e-09	0294	0294	0382
2.57996e-06	0294	0294	0410
26.8336	0294	0294	1795
27.0151	0294	0294	1702
2.75708	0294	0294	1976
2.78022e-10	0294	0294	0375
28.55	0294	0294	1726
28.5719	0294	0294	1774
29.3194	0294	0294	1750
2.94651	0294	0294	1391
2.99797e-05	0294	0294	0427
3.06341e-07	0294	0294	0400
3.10528e-08	0294	0294	0390
3.46632e-09	0294	0294	0383
3.508e-06	0294	0294	0412
3.56503	0294	0294	1961
3.71966	0294	0294	1412
3.72314e-05	0294	0294	2220
4.00426e-07	0294	0294	0401
4.15213e-10	0294	0294	0376
4.18512e-08	0294	0294	0392
4.30611e-05	0294	0294	0430
4.66689e-09	0294	0294	0384
4.71269	0294	0294	1435
4.90047e-05	0294	0294	2220
5.2061e-06	0294	0294	0415
5.22965	0294	0294	1939
5.29959e-07	0294	0294	0402
5.43699e-10	0294	0294	0377
5.7997	0294	0294	1458
5.99546e-08	0294	0294	0393
6.20558e-09	0294	0294	0385
6.38079e-05	0294	0294	2220
6.75667e-05	0294	0294	0434
6.84052e-06	0294	0294	0416
6.88722	0294	0294	1922
7.13046e-07	0294	0294	0404
7.13096	0294	0294	1482
7.59183e-10	0294	0294	0378
8.3904e-09	0294	0294	0386
8.46102e-05	0294	0294	2220
8.56845	0294	0294	1505
8.59143e-08	0294	0294	0394
8.97793	0294	0294	1904
9.12848e-06	0294	0294	0418
9.82475e-07	0294	0294	0405
