0.000101895	0298	0298	2383
0.000133388	0298	0298	2383
0.000176385	0298	0298	2383
00001	0298	0298	2129
0.000233329	0298	0298	2383
0.000303391	0298	0298	2383
0.000396148	0298	0298	2383
0.000518418	0298	0298	2382
0.000679601	0298	0298	2382
0.000894576	0298	0298	2381
0.00117121	0298	0298	2381
0.00153913	0298	0298	2380
0.00204096	0298	0298	2378
0.0027146	0298	0298	2377
0.00362792	0298	0298	2375
0.00489188	0298	0298	2372
0.00659864	0298	0298	2369
0.00895205	0298	0298	2365
0.0122867	0298	0298	2360
001.3	0298	0298	2103
0.0167734	0298	0298	2354
0.0233207	0298	0298	2346
0.0321309	0298	0298	2337
0.0445196	0298	0298	2326
0.0611954	0298	0298	2314
0.0840687	0298	0298	2300
0.113995	0298	0298	2285
0.146805	0298	0298	0647
0.153721	0298	0298	2268
0.191825	0298	0298	0651
0.205561	0298	0298	2251
0.273558	0298	0298	2232
0.281655	0298	0298	0656
0.358117	0298	0298	2214
0.376589	0298	0298	0660
0.467718	0298	0298	2194
0.523875	0298	0298	0666
0.604598	0298	0298	2173
0.703316	0298	0298	0672
0.769231	0298	0298	2152
0.95702	0298	0298	0679
10.5171	0298	0298	1846
105.603	0298	0298	1080
105.619	0298	0298	1386
112.265	0298	0298	1363
112.811	0298	0298	1103
118.074	0298	0298	1340
118.881	0298	0298	1126
1.21539e-05	0298	0298	2383
12.27	0298	0298	0789
123.31	0298	0298	1317
12.3333	0298	0298	1821
124.118	0298	0298	1149
127.221	0298	0298	1295
128.003	0298	0298	1170
1.28617	0298	0298	0686
130.267	0298	0298	1272
130.413	0298	0298	1189
131.924	0298	0298	1251
132.078	0298	0298	1211
132.568	0298	0298	1230
14.3927	0298	0298	1797
1.58094e-05	0298	0298	2384
16.0323	0298	0298	0809
1.61671	0298	0298	2081
16.7199	0298	0298	1773
19.3436	0298	0298	1749
2.00238	0298	0298	0699
20.1582	0298	0298	0828
2.01862	0298	0298	2058
2.06084e-05	0298	0298	2384
22.3153	0298	0298	1725
2.46625	0298	0298	2036
25.2526	0298	0298	0849
25.757	0298	0298	1700
2.60987	0298	0298	0708
2.68768e-05	0298	0298	2384
29.4765	0298	0298	1676
3.02912	0298	0298	2012
31.8636	0298	0298	0873
33.6775	0298	0298	1652
3.51171e-05	0298	0298	2384
3.65244	0298	0298	1989
3.71718	0298	0298	0722
38.2705	0298	0298	1628
38.5581	0298	0298	0895
43.414	0298	0298	1604
4.41251	0298	0298	1966
4.57484e-05	0298	0298	2384
46.7199	0298	0298	0920
49.1051	0298	0298	1579
4.9745	0298	0298	0736
5.32245	0298	0298	1941
54.7863	0298	0298	0943
54.8879	0298	0298	1556
5.95623e-05	0298	0298	2383
61.5975	0298	0298	1531
6.36282	0298	0298	1917
63.7601	0298	0298	0967
6.7076	0298	0298	0751
68.3969	0298	0298	1507
71.9941	0298	0298	0989
75.7232	0298	0298	1482
7.57666	0298	0298	1893
7.7871e-05	0298	0298	2383
80.4077	0298	0298	1011
82.668	0298	0298	1460
8.92348	0298	0298	1870
8.96363	0298	0298	0768
89.6847	0298	0298	1035
90.7152	0298	0298	1435
98.0345	0298	0298	1058
98.0614	0298	0298	1411
